timestamp,feeder_id,element,element_type,bus,phase,i_amps
2010-07-01T00:00:00,ieee123,Vsource.source,source,syssource,A,24.688
2010-07-01T00:00:00,ieee123,Vsource.source,source,syssource,B,17.569
2010-07-01T00:00:00,ieee123,Vsource.source,source,syssource,C,27.432
2010-07-01T00:00:00,ieee123,Line.l_1_2,line,1.2,B,1.875
2010-07-01T00:00:00,ieee123,Line.l_1_3,line,1.3,C,95.256
2010-07-01T00:00:00,ieee123,Line.l_1_7,line,1,A,920.767
2010-07-01T00:00:00,ieee123,Line.l_1_7,line,1,B,470.561
2010-07-01T00:00:00,ieee123,Line.l_1_7,line,1,C,414.897
2010-07-01T00:00:00,ieee123,Line.l_3_4,line,3.3,C,8.169
2010-07-01T00:00:00,ieee123,Line.l_3_5,line,3.3,C,87.089
2010-07-01T00:00:00,ieee123,Line.l_5_6,line,5.3,C,24.705
2010-07-01T00:00:00,ieee123,Line.l_7_8,line,7,A,918.507
2010-07-01T00:00:00,ieee123,Line.l_7_8,line,7,B,470.561
2010-07-01T00:00:00,ieee123,Line.l_7_8,line,7,C,414.897
2010-07-01T00:00:00,ieee123,Line.l_8_12,line,8.2,B,26.541
2010-07-01T00:00:00,ieee123,Line.l_8_9,line,8.1,A,202.108
2010-07-01T00:00:00,ieee123,Line.l_8_13,line,8,A,716.661
2010-07-01T00:00:00,ieee123,Line.l_8_13,line,8,B,444.266
2010-07-01T00:00:00,ieee123,Line.l_8_13,line,8,C,414.897
2010-07-01T00:00:00,ieee123,Line.l_9_14,line,9.1,A,117.048
2010-07-01T00:00:00,ieee123,Line.l_13_34,line,13.3,C,31.394
2010-07-01T00:00:00,ieee123,Line.l_13_18,line,13,A,124.242
2010-07-01T00:00:00,ieee123,Line.l_13_18,line,13,B,28.758
2010-07-01T00:00:00,ieee123,Line.l_13_18,line,13,C,92.193
2010-07-01T00:00:00,ieee123,Line.l_14_11,line,14.1,A,101.715
2010-07-01T00:00:00,ieee123,Line.l_14_10,line,14.1,A,15.333
2010-07-01T00:00:00,ieee123,Line.l_15_16,line,15.3,C,6.894
2010-07-01T00:00:00,ieee123,Line.l_15_17,line,15.3,C,20.263
2010-07-01T00:00:00,ieee123,Line.l_18_19,line,18.1,A,12.938
2010-07-01T00:00:00,ieee123,Line.l_18_21,line,18,A,80.167
2010-07-01T00:00:00,ieee123,Line.l_18_21,line,18,B,7.030
2010-07-01T00:00:00,ieee123,Line.l_18_21,line,18,C,68.408
2010-07-01T00:00:00,ieee123,Line.l_19_20,line,19.1,A,2.263
2010-07-01T00:00:00,ieee123,Line.l_21_22,line,21.2,B,7.033
