timestamp,feeder_id,bus,vpu_AB,vpu_BC,vpu_CA
2010-07-01T00:00:00,ieee37,701,0.91681953662693,0.894226925722235,0.9244473688514535
2010-07-01T00:00:00,ieee37,702,0.9064079469811421,0.8831702517986025,0.9148582535181231
2010-07-01T00:00:00,ieee37,703,0.895627262782315,0.8793103763609587,0.9087266560248548
2010-07-01T00:00:00,ieee37,704,0.8989292582128837,0.8666115296823677,0.9073305281510258
2010-07-01T00:00:00,ieee37,705,0.9062750540264244,0.8828939169754267,0.9146004000243089
2010-07-01T00:00:00,ieee37,706,0.8949221983534981,0.8514789018573995,0.9011953641952181
2010-07-01T00:00:00,ieee37,707,0.8890900330169057,0.8349220797010266,0.8956937098796679
2010-07-01T00:00:00,ieee37,708,0.879110862847326,0.874729451758133,0.8998941688921084
2010-07-01T00:00:00,ieee37,709,0.8837777032222419,0.875971723143524,0.9022588988624153
2010-07-01T00:00:00,ieee37,710,0.8664946317231145,0.8712094615688788,0.8934811962829682
2010-07-01T00:00:00,ieee37,711,0.8571022607237165,0.8692889789064242,0.8905498451874784
2010-07-01T00:00:00,ieee37,712,0.9062475857879173,0.8828579175972641,0.9144764464160159
2010-07-01T00:00:00,ieee37,713,0.9033011322735022,0.8763697935670179,0.9116392632241815
2010-07-01T00:00:00,ieee37,714,0.8983208300700437,0.8662256116189531,0.9071019280797854
2010-07-01T00:00:00,ieee37,718,0.8966879538876935,0.8659840450255507,0.9065748406130149
2010-07-01T00:00:00,ieee37,720,0.8955043546058388,0.8539775866248341,0.9019407992881823
2010-07-01T00:00:00,ieee37,722,0.8883241665927708,0.8326538792869738,0.8949263297577077
2010-07-01T00:00:00,ieee37,724,0.888658561506302,0.833547750132461,0.8954360370016164
2010-07-01T00:00:00,ieee37,725,0.8942693753839711,0.8494178856327497,0.9008023520670878
2010-07-01T00:00:00,ieee37,727,0.8946129459933153,0.8788016042509252,0.9074746333853102
2010-07-01T00:00:00,ieee37,728,0.8939270836804862,0.8784841019815135,0.9071199897195991
2010-07-01T00:00:00,ieee37,729,0.8933423865843376,0.8785097036509895,0.9070231003645663
2010-07-01T00:00:00,ieee37,730,0.8867017462478515,0.87678077338256,0.9037496439729376
2010-07-01T00:00:00,ieee37,731,0.883756097246908,0.8758761393452879,0.9022281552161938
2010-07-01T00:00:00,ieee37,732,0.8790781840390427,0.8746800209551575,0.8997341990597958
2010-07-01T00:00:00,ieee37,733,0.874471850537819,0.8735087246110205,0.8976274335182224
2010-07-01T00:00:00,ieee37,734,0.8665880895255471,0.8714274568775695,0.893723840182663
2010-07-01T00:00:00,ieee37,735,0.866477573343456,0.8711850191954399,0.8934004356021916
2010-07-01T00:00:00,ieee37,736,0.866373647107311,0.8708291649961548,0.8934006617722063
2010-07-01T00:00:00,ieee37,737,0.8582108206360596,0.8696139929120562,0.8913676094749861
2010-07-01T00:00:00,ieee37,738,0.8571942545572372,0.8693548669046176,0.8908555936053649
2010-07-01T00:00:00,ieee37,740,0.8570597719843823,0.8692266553088828,0.8903463656243472
2010-07-01T00:00:00,ieee37,741,0.8570815911001267,0.8692732157817482,0.8904792631555125
2010-07-01T00:00:00,ieee37,742,0.9062053525325588,0.8827208353387134,0.9145593783275594
2010-07-01T00:00:00,ieee37,744,0.8940611809581672,0.8786100479149951,0.9072577408525715
2010-07-01T00:00:00,ieee37,799,0.9311139465736041,0.9105753028472295,0.9385237751075992
2010-07-01T00:30:00,ieee37,701,0.9230371178642378,0.9089985990204199,0.9286170934977966
2010-07-01T00:30:00,ieee37,702,0.9137241472969045,0.8994297149781949,0.9197471892274569
2010-07-01T00:30:00,ieee37,703,0.9046903786458789,0.896200287860219,0.9160865743103546
2010-07-01T00:30:00,ieee37,704,0.9067583451915584,0.8846400455732703,0.9101436271598842
2010-07-01T00:30:00,ieee37,705,0.9135650864270007,0.8991002493404536,0.9194241432888911
2010-07-01T00:30:00,ieee37,706,0.902295882058433,0.8709563882943459,0.9019067548143949
2010-07-01T00:30:00,ieee37,707,0.8960923355353511,0.8532716690657322,0.8960142560282531
2010-07-01T00:30:00,ieee37,708,0.890388459994634,0.8925172933136232,0.9100863080711327
2010-07-01T00:30:00,ieee37,709,0.8943600730071447,0.8934689532925527,0.9114324342556143
2010-07-01T00:30:00,ieee37,710,0.879700293233844,0.8898739290990574,0.9065867551068206
2010-07-01T00:30:00,ieee37,711,0.8717938082973626,0.8881986166405653,0.9040203843348661
2010-07-01T00:30:00,ieee37,712,0.913531051208402,0.8990541816123687,0.9192663893766976
2010-07-01T00:30:00,ieee37,713,0.910824782613881,0.8933486003757162,0.9156613878999235
2010-07-01T00:30:00,ieee37,714,0.9063597316614944,0.8844299630072228,0.9100011005539238
2010-07-01T00:30:00,ieee37,718,0.9049319276204183,0.8842097137704821,0.9095497052039231
2010-07-01T00:30:00,ieee37,720,0.9026821572650195,0.8725675089475616,0.9023892640362305
2010-07-01T00:30:00,ieee37,722,0.8952807508340457,0.8508967546464784,0.8952164027845397
2010-07-01T00:30:00,ieee37,724,0.8958050344255118,0.8523746425416105,0.8958450277445849
2010-07-01T00:30:00,ieee37,725,0.901866412298581,0.869627485702534,0.901651380817731
2010-07-01T00:30:00,ieee37,727,0.9039053708664108,0.8959833169236155,0.9156630904844364
2010-07-01T00:30:00,ieee37,728,0.9033260197151765,0.8957612422640086,0.9154201401747423
2010-07-01T00:30:00,ieee37,729,0.9026890695447196,0.8957311770978824,0.9152682625016134
2010-07-01T00:30:00,ieee37,730,0.89684758007173,0.8940878104633481,0.9122831099970891
2010-07-01T00:30:00,ieee37,731,0.8943442977202849,0.8933999977536333,0.9114101653613411
2010-07-01T00:30:00,ieee37,732,0.8903598935079395,0.8924729811825669,0.9099434754491363
2010-07-01T00:30:00,ieee37,733,0.8864412533896069,0.8915857791759646,0.908826975893874
2010-07-01T00:30:00,ieee37,734,0.8797509162522116,0.8900089214582795,0.9066787613521085
2010-07-01T00:30:00,ieee37,735,0.8796948835698941,0.8898660223964365,0.9065607288275309
2010-07-01T00:30:00,ieee37,736,0.8796101827225552,0.8895921070359657,0.906526702582828
2010-07-01T00:30:00,ieee37,737,0.8722236453180277,0.8883697118465631,0.9046036243089018
2010-07-01T00:30:00,ieee37,738,0.8718716829288511,0.8882552290671354,0.9042818783904025
2010-07-01T00:30:00,ieee37,740,0.871760013392072,0.8881482530239776,0.9038562231812809
