timestamp,feeder_id,element,element_type,bus,phase,i_amps
2010-07-01T00:00:00,ieee37,Vsource.source,source,syssource,A,7.646
2010-07-01T00:00:00,ieee37,Vsource.source,source,syssource,B,9.384
2010-07-01T00:00:00,ieee37,Vsource.source,source,syssource,C,7.484
2010-07-01T00:00:00,ieee37,Line.l_701_702,line,701,A,349.012
2010-07-01T00:00:00,ieee37,Line.l_701_702,line,701,B,439.570
2010-07-01T00:00:00,ieee37,Line.l_701_702,line,701,C,341.710
2010-07-01T00:00:00,ieee37,Line.l_702_705,line,702,A,4.106
2010-07-01T00:00:00,ieee37,Line.l_702_705,line,702,B,4.332
2010-07-01T00:00:00,ieee37,Line.l_702_705,line,702,C,6.914
2010-07-01T00:00:00,ieee37,Line.l_702_713,line,702,A,75.271
2010-07-01T00:00:00,ieee37,Line.l_702_713,line,702,B,269.405
2010-07-01T00:00:00,ieee37,Line.l_702_713,line,702,C,259.993
2010-07-01T00:00:00,ieee37,Line.l_702_703,line,702,A,270.502
2010-07-01T00:00:00,ieee37,Line.l_702_703,line,702,B,211.387
2010-07-01T00:00:00,ieee37,Line.l_702_703,line,702,C,100.707
2010-07-01T00:00:00,ieee37,Line.l_703_727,line,703,A,48.785
2010-07-01T00:00:00,ieee37,Line.l_703_727,line,703,B,26.925
2010-07-01T00:00:00,ieee37,Line.l_703_727,line,703,C,32.412
2010-07-01T00:00:00,ieee37,Line.l_703_730,line,703,A,223.668
2010-07-01T00:00:00,ieee37,Line.l_703_730,line,703,B,184.548
2010-07-01T00:00:00,ieee37,Line.l_703_730,line,703,C,68.303
2010-07-01T00:00:00,ieee37,Line.l_704_714,line,704,A,49.585
2010-07-01T00:00:00,ieee37,Line.l_704_714,line,704,B,69.126
2010-07-01T00:00:00,ieee37,Line.l_704_714,line,704,C,30.031
2010-07-01T00:00:00,ieee37,Line.l_704_720,line,704,A,27.380
2010-07-01T00:00:00,ieee37,Line.l_704_720,line,704,B,211.561
2010-07-01T00:00:00,ieee37,Line.l_704_720,line,704,C,225.379
2010-07-01T00:00:00,ieee37,Line.l_705_742,line,705,A,0.404
2010-07-01T00:00:00,ieee37,Line.l_705_742,line,705,B,4.332
2010-07-01T00:00:00,ieee37,Line.l_705_742,line,705,C,4.132
2010-07-01T00:00:00,ieee37,Line.l_705_712,line,705,A,3.872
2010-07-01T00:00:00,ieee37,Line.l_705_712,line,705,B,0.001
2010-07-01T00:00:00,ieee37,Line.l_705_712,line,705,C,3.873
2010-07-01T00:00:00,ieee37,Line.l_706_725,line,706,A,0.001
2010-07-01T00:00:00,ieee37,Line.l_706_725,line,706,B,57.216
2010-07-01T00:00:00,ieee37,Line.l_706_725,line,706,C,57.215
2010-07-01T00:00:00,ieee37,Line.l_707_724,line,707,A,0.002
2010-07-01T00:00:00,ieee37,Line.l_707_724,line,707,B,14.057
2010-07-01T00:00:00,ieee37,Line.l_707_724,line,707,C,14.055
2010-07-01T00:00:00,ieee37,Line.l_707_722,line,707,A,22.601
2010-07-01T00:00:00,ieee37,Line.l_707_722,line,707,B,140.287
2010-07-01T00:00:00,ieee37,Line.l_707_722,line,707,C,151.932
2010-07-01T00:00:00,ieee37,Line.l_708_733,line,708,A,213.401
2010-07-01T00:00:00,ieee37,Line.l_708_733,line,708,B,183.522
2010-07-01T00:00:00,ieee37,Line.l_708_733,line,708,C,52.672
2010-07-01T00:00:00,ieee37,Line.l_708_732,line,708,A,3.758
2010-07-01T00:00:00,ieee37,Line.l_708_732,line,708,B,0.001
2010-07-01T00:00:00,ieee37,Line.l_708_732,line,708,C,3.759
2010-07-01T00:00:00,ieee37,Line.l_709_731,line,709,A,0.002
2010-07-01T00:00:00,ieee37,Line.l_709_731,line,709,B,2.192
2010-07-01T00:00:00,ieee37,Line.l_709_731,line,709,C,2.190
2010-07-01T00:00:00,ieee37,Line.l_709_708,line,709,A,215.977
2010-07-01T00:00:00,ieee37,Line.l_709_708,line,709,B,183.521
2010-07-01T00:00:00,ieee37,Line.l_709_708,line,709,C,56.428
2010-07-01T00:00:00,ieee37,Line.l_710_735,line,710,A,3.027
2010-07-01T00:00:00,ieee37,Line.l_710_735,line,710,B,0.001
2010-07-01T00:00:00,ieee37,Line.l_710_735,line,710,C,3.028
2010-07-01T00:00:00,ieee37,Line.l_710_736,line,710,A,0.004
2010-07-01T00:00:00,ieee37,Line.l_710_736,line,710,B,2.310
2010-07-01T00:00:00,ieee37,Line.l_710_736,line,710,C,2.307
2010-07-01T00:00:00,ieee37,Line.l_711_741,line,711,A,2.283
2010-07-01T00:00:00,ieee37,Line.l_711_741,line,711,B,0.001
2010-07-01T00:00:00,ieee37,Line.l_711_741,line,711,C,2.284
2010-07-01T00:00:00,ieee37,Line.l_711_740,line,711,A,7.628
2010-07-01T00:00:00,ieee37,Line.l_711_740,line,711,B,0.001
2010-07-01T00:00:00,ieee37,Line.l_711_740,line,711,C,7.629
2010-07-01T00:00:00,ieee37,Line.l_713_704,line,713,A,68.555
2010-07-01T00:00:00,ieee37,Line.l_713_704,line,713,B,269.405
2010-07-01T00:00:00,ieee37,Line.l_713_704,line,713,C,255.303
2010-07-01T00:00:00,ieee37,Line.l_714_718,line,714,A,24.319
2010-07-01T00:00:00,ieee37,Line.l_714_718,line,714,B,24.318
2010-07-01T00:00:00,ieee37,Line.l_714_718,line,714,C,0.002
2010-07-01T00:00:00,ieee37,Line.l_720_707,line,720,A,22.597
2010-07-01T00:00:00,ieee37,Line.l_720_707,line,720,B,154.344
2010-07-01T00:00:00,ieee37,Line.l_720_707,line,720,C,165.871
2010-07-01T00:00:00,ieee37,Line.l_720_706,line,720,A,0.003
2010-07-01T00:00:00,ieee37,Line.l_720_706,line,720,B,57.216
2010-07-01T00:00:00,ieee37,Line.l_720_706,line,720,C,57.214
2010-07-01T00:00:00,ieee37,Line.l_727_744,line,727,A,27.150
2010-07-01T00:00:00,ieee37,Line.l_727_744,line,727,B,26.925
2010-07-01T00:00:00,ieee37,Line.l_727_744,line,727,C,5.877
2010-07-01T00:00:00,ieee37,Line.l_730_709,line,730,A,215.976
2010-07-01T00:00:00,ieee37,Line.l_730_709,line,730,B,184.550
2010-07-01T00:00:00,ieee37,Line.l_730_709,line,730,C,57.684
2010-07-01T00:00:00,ieee37,Line.l_733_734,line,733,A,207.804
2010-07-01T00:00:00,ieee37,Line.l_733_734,line,733,B,177.771
2010-07-01T00:00:00,ieee37,Line.l_733_734,line,733,C,52.672
2010-07-01T00:00:00,ieee37,Line.l_734_737,line,734,A,182.039
2010-07-01T00:00:00,ieee37,Line.l_734_737,line,734,B,176.675
2010-07-01T00:00:00,ieee37,Line.l_734_737,line,734,C,9.913
2010-07-01T00:00:00,ieee37,Line.l_734_710,line,734,A,3.023
2010-07-01T00:00:00,ieee37,Line.l_734_710,line,734,B,2.310
2010-07-01T00:00:00,ieee37,Line.l_734_710,line,734,C,4.631
2010-07-01T00:00:00,ieee37,Line.l_737_738,line,737,A,37.844
2010-07-01T00:00:00,ieee37,Line.l_737_738,line,737,B,31.760
2010-07-01T00:00:00,ieee37,Line.l_737_738,line,737,C,9.913
2010-07-01T00:00:00,ieee37,Line.l_738_711,line,738,A,9.910
2010-07-01T00:00:00,ieee37,Line.l_738_711,line,738,B,0.003
2010-07-01T00:00:00,ieee37,Line.l_738_711,line,738,C,9.912
2010-07-01T00:00:00,ieee37,Line.l_744_728,line,744,A,5.984
2010-07-01T00:00:00,ieee37,Line.l_744_728,line,744,B,5.784
2010-07-01T00:00:00,ieee37,Line.l_744_728,line,744,C,5.878
2010-07-01T00:00:00,ieee37,Line.l_744_729,line,744,A,19.955
2010-07-01T00:00:00,ieee37,Line.l_744_729,line,744,B,19.954
2010-07-01T00:00:00,ieee37,Line.l_744_729,line,744,C,0.001
2010-07-01T00:00:00,ieee37,Line.l_799_701,line,799,A,366.356
2010-07-01T00:00:00,ieee37,Line.l_799_701,line,799,B,449.633
2010-07-01T00:00:00,ieee37,Line.l_799_701,line,799,C,358.626
2010-07-01T00:30:00,ieee37,Vsource.source,source,syssource,A,7.113
2010-07-01T00:30:00,ieee37,Vsource.source,source,syssource,B,8.219
2010-07-01T00:30:00,ieee37,Vsource.source,source,syssource,C,6.912
2010-07-01T00:30:00,ieee37,Line.l_701_702,line,701,A,316.788
2010-07-01T00:30:00,ieee37,Line.l_701_702,line,701,B,379.855
2010-07-01T00:30:00,ieee37,Line.l_701_702,line,701,C,307.384
2010-07-01T00:30:00,ieee37,Line.l_702_705,line,702,A,5.193
2010-07-01T00:30:00,ieee37,Line.l_702_705,line,702,B,5.059
2010-07-01T00:30:00,ieee37,Line.l_702_705,line,702,C,8.433
2010-07-01T00:30:00,ieee37,Line.l_702_713,line,702,A,102.298
2010-07-01T00:30:00,ieee37,Line.l_702_713,line,702,B,227.146
2010-07-01T00:30:00,ieee37,Line.l_702_713,line,702,C,255.547
2010-07-01T00:30:00,ieee37,Line.l_702_703,line,702,A,218.946
2010-07-01T00:30:00,ieee37,Line.l_702_703,line,702,B,190.390
2010-07-01T00:30:00,ieee37,Line.l_702_703,line,702,C,53.917
2010-07-01T00:30:00,ieee37,Line.l_703_727,line,703,A,26.914
2010-07-01T00:30:00,ieee37,Line.l_703_727,line,703,B,24.620
2010-07-01T00:30:00,ieee37,Line.l_703_727,line,703,C,6.682
2010-07-01T00:30:00,ieee37,Line.l_703_730,line,703,A,192.040
2010-07-01T00:30:00,ieee37,Line.l_703_730,line,703,B,165.799
2010-07-01T00:30:00,ieee37,Line.l_703_730,line,703,C,47.351
2010-07-01T00:30:00,ieee37,Line.l_704_714,line,704,A,33.820
2010-07-01T00:30:00,ieee37,Line.l_704_714,line,704,B,43.262
2010-07-01T00:30:00,ieee37,Line.l_704_714,line,704,C,15.123
2010-07-01T00:30:00,ieee37,Line.l_704_720,line,704,A,70.807
2010-07-01T00:30:00,ieee37,Line.l_704_720,line,704,B,193.091
2010-07-01T00:30:00,ieee37,Line.l_704_720,line,704,C,234.368
2010-07-01T00:30:00,ieee37,Line.l_705_742,line,705,A,0.467
2010-07-01T00:30:00,ieee37,Line.l_705_742,line,705,B,5.059
2010-07-01T00:30:00,ieee37,Line.l_705_742,line,705,C,4.825
2010-07-01T00:30:00,ieee37,Line.l_705_712,line,705,A,4.928
2010-07-01T00:30:00,ieee37,Line.l_705_712,line,705,B,0.001
2010-07-01T00:30:00,ieee37,Line.l_705_712,line,705,C,4.929
2010-07-01T00:30:00,ieee37,Line.l_706_725,line,706,A,0.001
2010-07-01T00:30:00,ieee37,Line.l_706_725,line,706,B,36.892
2010-07-01T00:30:00,ieee37,Line.l_706_725,line,706,C,36.892
2010-07-01T00:30:00,ieee37,Line.l_707_724,line,707,A,0.002
2010-07-01T00:30:00,ieee37,Line.l_707_724,line,707,B,9.175
2010-07-01T00:30:00,ieee37,Line.l_707_724,line,707,C,9.173
2010-07-01T00:30:00,ieee37,Line.l_707_722,line,707,A,23.124
2010-07-01T00:30:00,ieee37,Line.l_707_722,line,707,B,147.022
2010-07-01T00:30:00,ieee37,Line.l_707_722,line,707,C,158.952
2010-07-01T00:30:00,ieee37,Line.l_708_733,line,708,A,172.608
2010-07-01T00:30:00,ieee37,Line.l_708_733,line,708,B,165.058
2010-07-01T00:30:00,ieee37,Line.l_708_733,line,708,C,16.323
2010-07-01T00:30:00,ieee37,Line.l_708_732,line,708,A,3.355
2010-07-01T00:30:00,ieee37,Line.l_708_732,line,708,B,0.001
2010-07-01T00:30:00,ieee37,Line.l_708_732,line,708,C,3.356
2010-07-01T00:30:00,ieee37,Line.l_709_731,line,709,A,0.002
2010-07-01T00:30:00,ieee37,Line.l_709_731,line,709,B,1.581
2010-07-01T00:30:00,ieee37,Line.l_709_731,line,709,C,1.580
2010-07-01T00:30:00,ieee37,Line.l_709_708,line,709,A,174.550
2010-07-01T00:30:00,ieee37,Line.l_709_708,line,709,B,165.057
2010-07-01T00:30:00,ieee37,Line.l_709_708,line,709,C,19.668
2010-07-01T00:30:00,ieee37,Line.l_710_735,line,710,A,0.975
2010-07-01T00:30:00,ieee37,Line.l_710_735,line,710,B,0.001
2010-07-01T00:30:00,ieee37,Line.l_710_735,line,710,C,0.976
2010-07-01T00:30:00,ieee37,Line.l_710_736,line,710,A,0.004
2010-07-01T00:30:00,ieee37,Line.l_710_736,line,710,B,1.712
2010-07-01T00:30:00,ieee37,Line.l_710_736,line,710,C,1.709
2010-07-01T00:30:00,ieee37,Line.l_711_741,line,711,A,2.322
2010-07-01T00:30:00,ieee37,Line.l_711_741,line,711,B,0.001
2010-07-01T00:30:00,ieee37,Line.l_711_741,line,711,C,2.323
2010-07-01T00:30:00,ieee37,Line.l_711_740,line,711,A,6.154
2010-07-01T00:30:00,ieee37,Line.l_711_740,line,711,B,0.001
2010-07-01T00:30:00,ieee37,Line.l_711_740,line,711,C,6.155
2010-07-01T00:30:00,ieee37,Line.l_713_704,line,713,A,93.298
2010-07-01T00:30:00,ieee37,Line.l_713_704,line,713,B,227.146
2010-07-01T00:30:00,ieee37,Line.l_713_704,line,713,C,249.044
2010-07-01T00:30:00,ieee37,Line.l_714_718,line,714,A,21.265
2010-07-01T00:30:00,ieee37,Line.l_714_718,line,714,B,21.263
2010-07-01T00:30:00,ieee37,Line.l_714_718,line,714,C,0.002
2010-07-01T00:30:00,ieee37,Line.l_720_707,line,720,A,23.120
2010-07-01T00:30:00,ieee37,Line.l_720_707,line,720,B,156.198
2010-07-01T00:30:00,ieee37,Line.l_720_707,line,720,C,168.050
2010-07-01T00:30:00,ieee37,Line.l_720_706,line,720,A,0.003
2010-07-01T00:30:00,ieee37,Line.l_720_706,line,720,B,36.893
2010-07-01T00:30:00,ieee37,Line.l_720_706,line,720,C,36.890
2010-07-01T00:30:00,ieee37,Line.l_727_744,line,727,A,24.708
2010-07-01T00:30:00,ieee37,Line.l_727_744,line,727,B,24.620
2010-07-01T00:30:00,ieee37,Line.l_727_744,line,727,C,3.330
2010-07-01T00:30:00,ieee37,Line.l_730_709,line,730,A,174.550
2010-07-01T00:30:00,ieee37,Line.l_730_709,line,730,B,165.801
2010-07-01T00:30:00,ieee37,Line.l_730_709,line,730,C,20.641
2010-07-01T00:30:00,ieee37,Line.l_733_734,line,733,A,167.298
2010-07-01T00:30:00,ieee37,Line.l_733_734,line,733,B,159.723
2010-07-01T00:30:00,ieee37,Line.l_733_734,line,733,C,16.323
2010-07-01T00:30:00,ieee37,Line.l_734_737,line,734,A,163.441
2010-07-01T00:30:00,ieee37,Line.l_734_737,line,734,B,158.909
2010-07-01T00:30:00,ieee37,Line.l_734_737,line,734,C,8.477
2010-07-01T00:30:00,ieee37,Line.l_734_710,line,734,A,0.971
2010-07-01T00:30:00,ieee37,Line.l_734_710,line,734,B,1.712
2010-07-01T00:30:00,ieee37,Line.l_734_710,line,734,C,2.353
2010-07-01T00:30:00,ieee37,Line.l_737_738,line,737,A,15.551
2010-07-01T00:30:00,ieee37,Line.l_737_738,line,737,B,9.413
2010-07-01T00:30:00,ieee37,Line.l_737_738,line,737,C,8.477
2010-07-01T00:30:00,ieee37,Line.l_738_711,line,738,A,8.474
2010-07-01T00:30:00,ieee37,Line.l_738_711,line,738,B,0.003
2010-07-01T00:30:00,ieee37,Line.l_738_711,line,738,C,8.477
2010-07-01T00:30:00,ieee37,Line.l_744_728,line,744,A,3.360
2010-07-01T00:30:00,ieee37,Line.l_744_728,line,744,B,3.284
2010-07-01T00:30:00,ieee37,Line.l_744_728,line,744,C,3.331
2010-07-01T00:30:00,ieee37,Line.l_744_729,line,744,A,19.782
2010-07-01T00:30:00,ieee37,Line.l_744_729,line,744,B,19.781
2010-07-01T00:30:00,ieee37,Line.l_744_729,line,744,C,0.001
2010-07-01T00:30:00,ieee37,Line.l_799_701,line,799,A,340.835
2010-07-01T00:30:00,ieee37,Line.l_799_701,line,799,B,393.804
2010-07-01T00:30:00,ieee37,Line.l_799_701,line,799,C,331.198
2010-07-01T01:00:00,ieee37,Vsource.source,source,syssource,A,6.406
2010-07-01T01:00:00,ieee37,Vsource.source,source,syssource,B,10.318
2010-07-01T01:00:00,ieee37,Vsource.source,source,syssource,C,8.086
2010-07-01T01:00:00,ieee37,Line.l_701_702,line,701,A,292.570
2010-07-01T01:00:00,ieee37,Line.l_701_702,line,701,B,485.960
2010-07-01T01:00:00,ieee37,Line.l_701_702,line,701,C,374.675
2010-07-01T01:00:00,ieee37,Line.l_702_705,line,702,A,13.772
2010-07-01T01:00:00,ieee37,Line.l_702_705,line,702,B,115.272
2010-07-01T01:00:00,ieee37,Line.l_702_705,line,702,C,111.504
2010-07-01T01:00:00,ieee37,Line.l_702_713,line,702,A,54.025
2010-07-01T01:00:00,ieee37,Line.l_702_713,line,702,B,224.745
2010-07-01T01:00:00,ieee37,Line.l_702_713,line,702,C,230.159
2010-07-01T01:00:00,ieee37,Line.l_702_703,line,702,A,228.386
2010-07-01T01:00:00,ieee37,Line.l_702_703,line,702,B,203.762
2010-07-01T01:00:00,ieee37,Line.l_702_703,line,702,C,47.918
2010-07-01T01:00:00,ieee37,Line.l_703_727,line,703,A,37.905
2010-07-01T01:00:00,ieee37,Line.l_703_727,line,703,B,28.033
2010-07-01T01:00:00,ieee37,Line.l_703_727,line,703,C,17.177
2010-07-01T01:00:00,ieee37,Line.l_703_730,line,703,A,191.327
2010-07-01T01:00:00,ieee37,Line.l_703_730,line,703,B,175.774
2010-07-01T01:00:00,ieee37,Line.l_703_730,line,703,C,30.743
2010-07-01T01:00:00,ieee37,Line.l_704_714,line,704,A,23.744
2010-07-01T01:00:00,ieee37,Line.l_704_714,line,704,B,24.135
2010-07-01T01:00:00,ieee37,Line.l_704_714,line,704,C,0.799
2010-07-01T01:00:00,ieee37,Line.l_704_720,line,704,A,27.897
2010-07-01T01:00:00,ieee37,Line.l_704_720,line,704,B,211.251
2010-07-01T01:00:00,ieee37,Line.l_704_720,line,704,C,224.492
2010-07-01T01:00:00,ieee37,Line.l_705_742,line,705,A,11.268
2010-07-01T01:00:00,ieee37,Line.l_705_742,line,705,B,115.272
2010-07-01T01:00:00,ieee37,Line.l_705_742,line,705,C,109.746
2010-07-01T01:00:00,ieee37,Line.l_705_712,line,705,A,3.715
2010-07-01T01:00:00,ieee37,Line.l_705_712,line,705,B,0.001
2010-07-01T01:00:00,ieee37,Line.l_705_712,line,705,C,3.715
2010-07-01T01:00:00,ieee37,Line.l_706_725,line,706,A,0.001
2010-07-01T01:00:00,ieee37,Line.l_706_725,line,706,B,51.262
2010-07-01T01:00:00,ieee37,Line.l_706_725,line,706,C,51.261
2010-07-01T01:00:00,ieee37,Line.l_707_724,line,707,A,0.003
2010-07-01T01:00:00,ieee37,Line.l_707_724,line,707,B,20.332
2010-07-01T01:00:00,ieee37,Line.l_707_724,line,707,C,20.329
2010-07-01T01:00:00,ieee37,Line.l_707_722,line,707,A,23.102
2010-07-01T01:00:00,ieee37,Line.l_707_722,line,707,B,139.657
2010-07-01T01:00:00,ieee37,Line.l_707_722,line,707,C,150.889
2010-07-01T01:00:00,ieee37,Line.l_708_733,line,708,A,185.245
2010-07-01T01:00:00,ieee37,Line.l_708_733,line,708,B,174.999
2010-07-01T01:00:00,ieee37,Line.l_708_733,line,708,C,20.439
2010-07-01T01:00:00,ieee37,Line.l_708_732,line,708,A,3.219
2010-07-01T01:00:00,ieee37,Line.l_708_732,line,708,B,0.001
2010-07-01T01:00:00,ieee37,Line.l_708_732,line,708,C,3.220
2010-07-01T01:00:00,ieee37,Line.l_709_731,line,709,A,0.002
2010-07-01T01:00:00,ieee37,Line.l_709_731,line,709,B,1.677
2010-07-01T01:00:00,ieee37,Line.l_709_731,line,709,C,1.675
2010-07-01T01:00:00,ieee37,Line.l_709_708,line,709,A,187.254
2010-07-01T01:00:00,ieee37,Line.l_709_708,line,709,B,174.998
2010-07-01T01:00:00,ieee37,Line.l_709_708,line,709,C,23.646
2010-07-01T01:00:00,ieee37,Line.l_710_735,line,710,A,2.986
2010-07-01T01:00:00,ieee37,Line.l_710_735,line,710,B,0.001
2010-07-01T01:00:00,ieee37,Line.l_710_735,line,710,C,2.987
2010-07-01T01:00:00,ieee37,Line.l_710_736,line,710,A,0.004
2010-07-01T01:00:00,ieee37,Line.l_710_736,line,710,B,2.333
2010-07-01T01:00:00,ieee37,Line.l_710_736,line,710,C,2.330
2010-07-01T01:00:00,ieee37,Line.l_711_741,line,711,A,2.332
2010-07-01T01:00:00,ieee37,Line.l_711_741,line,711,B,0.001
2010-07-01T01:00:00,ieee37,Line.l_711_741,line,711,C,2.333
2010-07-01T01:00:00,ieee37,Line.l_711_740,line,711,A,8.381
2010-07-01T01:00:00,ieee37,Line.l_711_740,line,711,B,0.001
2010-07-01T01:00:00,ieee37,Line.l_711_740,line,711,C,8.382
2010-07-01T01:00:00,ieee37,Line.l_713_704,line,713,A,45.905
2010-07-01T01:00:00,ieee37,Line.l_713_704,line,713,B,224.745
2010-07-01T01:00:00,ieee37,Line.l_713_704,line,713,C,225.286
2010-07-01T01:00:00,ieee37,Line.l_714_718,line,714,A,23.038
2010-07-01T01:00:00,ieee37,Line.l_714_718,line,714,B,23.037
2010-07-01T01:00:00,ieee37,Line.l_714_718,line,714,C,0.002
2010-07-01T01:00:00,ieee37,Line.l_720_707,line,720,A,23.097
2010-07-01T01:00:00,ieee37,Line.l_720_707,line,720,B,159.989
2010-07-01T01:00:00,ieee37,Line.l_720_707,line,720,C,171.043
2010-07-01T01:00:00,ieee37,Line.l_720_706,line,720,A,0.003
2010-07-01T01:00:00,ieee37,Line.l_720_706,line,720,B,51.262
2010-07-01T01:00:00,ieee37,Line.l_720_706,line,720,C,51.260
2010-07-01T01:00:00,ieee37,Line.l_727_744,line,727,A,28.334
2010-07-01T01:00:00,ieee37,Line.l_727_744,line,727,B,28.033
2010-07-01T01:00:00,ieee37,Line.l_727_744,line,727,C,4.491
2010-07-01T01:00:00,ieee37,Line.l_730_709,line,730,A,187.254
2010-07-01T01:00:00,ieee37,Line.l_730_709,line,730,B,175.776
2010-07-01T01:00:00,ieee37,Line.l_730_709,line,730,C,24.636
2010-07-01T01:00:00,ieee37,Line.l_733_734,line,733,A,178.756
2010-07-01T01:00:00,ieee37,Line.l_733_734,line,733,B,168.471
2010-07-01T01:00:00,ieee37,Line.l_733_734,line,733,C,20.439
2010-07-01T01:00:00,ieee37,Line.l_734_737,line,734,A,173.575
2010-07-01T01:00:00,ieee37,Line.l_734_737,line,734,B,167.379
2010-07-01T01:00:00,ieee37,Line.l_734_737,line,734,C,10.715
2010-07-01T01:00:00,ieee37,Line.l_734_710,line,734,A,2.982
2010-07-01T01:00:00,ieee37,Line.l_734_710,line,734,B,2.334
2010-07-01T01:00:00,ieee37,Line.l_734_710,line,734,C,4.567
2010-07-01T01:00:00,ieee37,Line.l_737_738,line,737,A,19.567
2010-07-01T01:00:00,ieee37,Line.l_737_738,line,737,B,11.497
2010-07-01T01:00:00,ieee37,Line.l_737_738,line,737,C,10.715
2010-07-01T01:00:00,ieee37,Line.l_738_711,line,738,A,10.712
2010-07-01T01:00:00,ieee37,Line.l_738_711,line,738,B,0.003
2010-07-01T01:00:00,ieee37,Line.l_738_711,line,738,C,10.715
2010-07-01T01:00:00,ieee37,Line.l_744_728,line,744,A,4.778
2010-07-01T01:00:00,ieee37,Line.l_744_728,line,744,B,4.509
2010-07-01T01:00:00,ieee37,Line.l_744_728,line,744,C,4.492
2010-07-01T01:00:00,ieee37,Line.l_744_729,line,744,A,22.184
2010-07-01T01:00:00,ieee37,Line.l_744_729,line,744,B,22.184
2010-07-01T01:00:00,ieee37,Line.l_744_729,line,744,C,0.001
2010-07-01T01:00:00,ieee37,Line.l_799_701,line,799,A,306.974
2010-07-01T01:00:00,ieee37,Line.l_799_701,line,799,B,494.401
2010-07-01T01:00:00,ieee37,Line.l_799_701,line,799,C,387.474
2010-07-01T01:30:00,ieee37,Vsource.source,source,syssource,A,6.344
2010-07-01T01:30:00,ieee37,Vsource.source,source,syssource,B,10.303
2010-07-01T01:30:00,ieee37,Vsource.source,source,syssource,C,8.296
2010-07-01T01:30:00,ieee37,Line.l_701_702,line,701,A,278.623
2010-07-01T01:30:00,ieee37,Line.l_701_702,line,701,B,478.867
2010-07-01T01:30:00,ieee37,Line.l_701_702,line,701,C,375.147
2010-07-01T01:30:00,ieee37,Line.l_702_705,line,702,A,16.205
2010-07-01T01:30:00,ieee37,Line.l_702_705,line,702,B,114.005
2010-07-01T01:30:00,ieee37,Line.l_702_705,line,702,C,111.821
2010-07-01T01:30:00,ieee37,Line.l_702_713,line,702,A,46.986
2010-07-01T01:30:00,ieee37,Line.l_702_713,line,702,B,223.920
2010-07-01T01:30:00,ieee37,Line.l_702_713,line,702,C,233.242
2010-07-01T01:30:00,ieee37,Line.l_702_703,line,702,A,220.561
2010-07-01T01:30:00,ieee37,Line.l_702_703,line,702,B,199.510
2010-07-01T01:30:00,ieee37,Line.l_702_703,line,702,C,42.878
2010-07-01T01:30:00,ieee37,Line.l_703_727,line,703,A,36.489
2010-07-01T01:30:00,ieee37,Line.l_703_727,line,703,B,28.541
2010-07-01T01:30:00,ieee37,Line.l_703_727,line,703,C,15.437
2010-07-01T01:30:00,ieee37,Line.l_703_730,line,703,A,184.717
2010-07-01T01:30:00,ieee37,Line.l_703_730,line,703,B,171.038
2010-07-01T01:30:00,ieee37,Line.l_703_730,line,703,C,27.458
2010-07-01T01:30:00,ieee37,Line.l_704_714,line,704,A,15.741
2010-07-01T01:30:00,ieee37,Line.l_704_714,line,704,B,16.425
2010-07-01T01:30:00,ieee37,Line.l_704_714,line,704,C,1.333
2010-07-01T01:30:00,ieee37,Line.l_704_720,line,704,A,27.063
2010-07-01T01:30:00,ieee37,Line.l_704_720,line,704,B,214.316
2010-07-01T01:30:00,ieee37,Line.l_704_720,line,704,C,226.993
2010-07-01T01:30:00,ieee37,Line.l_705_742,line,705,A,11.154
2010-07-01T01:30:00,ieee37,Line.l_705_742,line,705,B,114.005
2010-07-01T01:30:00,ieee37,Line.l_705_742,line,705,C,108.486
2010-07-01T01:30:00,ieee37,Line.l_705_712,line,705,A,6.929
2010-07-01T01:30:00,ieee37,Line.l_705_712,line,705,B,0.001
2010-07-01T01:30:00,ieee37,Line.l_705_712,line,705,C,6.930
2010-07-01T01:30:00,ieee37,Line.l_706_725,line,706,A,0.001
2010-07-01T01:30:00,ieee37,Line.l_706_725,line,706,B,61.320
2010-07-01T01:30:00,ieee37,Line.l_706_725,line,706,C,61.319
2010-07-01T01:30:00,ieee37,Line.l_707_724,line,707,A,0.003
2010-07-01T01:30:00,ieee37,Line.l_707_724,line,707,B,13.785
